model,region,scenario,unit,variable,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Unknown,LSO,Historical,"national currency, constant prices",GDP,32.303730571815045,33.30514621954131,35.17023440783562,36.22534144007069,37.78303112199373,39.02987114901952,40.63009586612932,41.483327879318026,44.67754412602551,47.13480905295691,49.58581912371067,51.96593844164879,55.187826625031015,57.28496403678219,59.862787418437385,61.538945466153635,64.55435379399516,66.81375617678499,67.74914876325998,68.83313514347215,72.20595876550227,74.58875540476384,75.78217549124007,78.8892446863809,80.78258655885405,83.28684674217851,86.95146799883437,91.2990413987761,94.7684049719296,95.14747859181732,100.0,105.1,110.46009999999998,112.44838179999998,114.80979781779996,118.59852114578734,120.8518930475573,117.58889193527325,117.23612525946743,117.23612525946743,110.20195774389937,112.51619885652124,116.00420102107338,117.86026823741057,120.33533387039617,123.10304654941527,123.96476787526116,124.08873264313641,124.21282137577953,124.33703419715529,124.46137123135243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,LBR,Historical,"national currency, constant prices",GDP,,,,,,,,,,,,,,,,,,,,,81.76240240738507,84.05174967479185,87.75002666048269,62.30251892894271,64.79461968610042,68.61750224758033,74.44998993862465,84.20293862058449,89.33931787644013,93.98496240601503,100.0,107.69999999999999,116.7468,127.0205184,127.90966202879999,127.90966202879999,125.86310743633918,129.00968512224765,130.55780134371463,127.29385631012175,123.47504062081809,128.66099232689245,134.4507369816026,141.84552751559073,149.78887705646383,158.17705417162583,167.19314625940848,176.72315559619474,186.79637546517785,197.44376886669298,208.69806369209448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,LBY,Historical,"national currency, constant prices",GDP,126.87605091336246,101.50084073068997,103.0233533416503,98.18125573459274,90.03221150862154,90.57240477767327,80.24715063301852,68.4508194899648,73.65308177120212,78.95610365872868,81.87747949410164,94.7322437746756,92.17447319275935,88.67184321143449,90.35660823245173,79.15238881162772,81.21035092073004,80.72308881520566,80.40019645994484,80.80219744224455,83.79187874760758,82.28362493015065,81.46078868084915,92.05069120935953,96.1929723137807,107.6399360191206,114.63653186036343,121.9732698994267,99.89610804763046,96.89922480620154,100.0,33.3,74.82509999999999,47.28946319999999,22.226047703999996,19.336661502479995,17.905748551296472,29.365427624126216,34.62183916884481,39.19192193913233,15.794344541470329,43.797717413497224,45.330637522969624,47.32518557398029,49.40749373923543,51.38379348880485,53.284993847890625,55.20325362641469,57.19057075696562,59.24943130421639,61.38241083116818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,LIE,Historical,"national currency, constant prices",GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,LTU,Historical,"national currency, constant prices",GDP,,,,,,,,,,,,,,,,51.96335065821628,54.665444892443524,59.20267681851634,63.64287757990506,62.942805926526106,65.27168974580756,69.51434957928505,74.24132535067645,82.11090583784816,87.53022562314615,94.2700529961284,101.2460369178419,112.48434701572235,115.40894003813113,98.32841691248773,100.0,106.0,110.028,113.98900800000001,117.97862328000001,120.3381957456,123.34665063924,128.6505566167273,133.79657888139639,139.95122150994064,139.8112702884307,146.6620225325638,149.30193893814996,153.18378935054187,157.93248682040866,162.5125289382005,166.9003672195319,171.07287640002016,175.34969831002064,179.73344076777116,184.22677678696542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,LUX,Historical,"national currency, constant prices",GDP,27.830390167903104,28.05303328924633,28.333563622138794,28.871901330959428,30.22888069351452,31.92169801235133,35.11386781358647,36.518422526129925,39.622488440850965,43.505492308054365,45.81128340038124,49.75105377281403,50.646572740724686,52.773728795835126,54.77913049007686,55.54603831693794,56.379228891692,59.705603396301825,63.58646761706144,68.9277308968946,74.71766029223376,77.033907761293,79.49899280965437,81.56596662270539,84.99173722085902,87.11653065138049,92.34352249046331,99.82334781219085,99.52387776875428,96.33911368015414,100.0,101.0,102.616,105.89971200000001,108.65310451200001,111.152125915776,116.7097322115648,118.22695873031513,120.59149790492144,124.57101733578384,122.32873902373973,130.76942201637777,133.12327161267257,135.91886031653868,139.8605072657183,143.35701994736124,146.94094544604525,150.61446908219636,154.37983080925127,158.23932657948254,162.19530974396957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,MDG,Historical,"national currency, constant prices",GDP,61.93957391476758,55.869495671120355,54.807975253369065,55.30124703064938,56.29666947720107,56.972229510927484,58.111674101146036,58.80901419035979,60.808520672832024,63.301670020418136,65.26402179105109,61.152388418214876,61.886217079233454,63.185827637897354,63.185827637897354,64.2599867077416,65.67370641531193,68.10363355267846,70.75967526123291,74.08537999851086,77.41922209844384,82.06437542435047,71.88839287173101,78.93345537316065,83.11692850793817,87.1065410763192,91.81029429444044,97.04348106922353,103.5453943008615,99.40357852882704,100.0,101.6,104.648,107.054904,110.58771583199999,114.01593502279198,118.57657242370367,123.2010587482281,127.14349262817142,132.73780630381097,123.3134220562404,127.6293918282088,134.13849081144744,141.11369233364272,148.45160433499214,156.02263615607674,163.82376796388058,172.01495636207463,180.61570418017837,189.6464893891873,199.12881385864668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,MWI,Historical,"national currency, constant prices",GDP,35.84411435166289,33.980220405376414,34.82972591551082,36.11842577438472,38.0688207662015,39.819986521446765,39.74034654840387,40.37619209317833,41.66823024016004,42.20991723328212,44.6158825155792,48.49746429443459,44.95714940094087,49.31799289283214,44.23823962487043,50.343116693102544,55.3774283624128,59.03233863433205,59.681694359309695,61.77055366188553,62.26471809118061,59.711864649442205,60.78667821313216,64.2515188712807,67.72110089032985,69.95589721971074,73.24382438903713,80.2752315303847,86.37614912669395,93.54536950420955,100.0,104.89999999999999,106.89309999999998,112.45154119999998,118.86127904839998,122.42711741985198,125.24294112050856,130.2526587653289,135.98377575100338,143.32689964155756,144.61684173833157,147.79841225657486,151.78896938750236,158.31589507116496,166.07337392965204,176.2038497393608,186.77608072372246,197.60909340569836,209.0704208232289,221.1965052309762,234.02590253437282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,MYS,Historical,"national currency, constant prices",GDP,17.995401744259574,19.237084464613485,20.37207244802568,21.655513012251298,23.3446430272069,23.134541239962036,23.41215573484158,24.676412144523027,27.119376946830805,29.58724024899241,32.25009187140173,35.313850599184896,38.45678330251235,42.264004849461074,46.15229329561149,50.67521803858142,55.74273984243957,59.811959850937654,55.385874821968265,58.76441318610833,63.87691713329975,64.19630171896624,67.66290201179042,71.58735032847427,76.45529015081053,80.27805465835105,84.77362571921871,90.11436413952948,94.4398536182269,93.0232558139535,100.0,105.3,111.0915,116.3128005,123.29156853,129.45614695650002,135.15221742258603,142.99104603309604,149.85461624268467,156.4482193573628,147.6871190733505,152.26541976462434,160.79228327144332,169.6358588513727,177.94801593508993,185.7777286362339,193.9519486962282,201.51607469538106,209.3752016085009,217.54083447123242,226.02492701561047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,MDV,Historical,"national currency, constant prices",GDP,11.851577713642612,12.787852353020378,13.746941279496905,14.35180669579477,16.84902106086306,19.17418596726216,20.82316596044671,22.676427730926466,24.64927694351707,26.941659699264157,25.86399331129359,27.648608849772845,29.44576842500808,31.035839919958516,33.3635279139554,35.8324289795881,39.09318001673062,43.15887073847061,47.38844007084074,50.80040775594127,53.238827328226456,55.10218628471438,58.46341964808195,73.31312823869477,77.71191593301646,67.5316549457913,85.15741688664284,91.71453798691434,100.4274190956712,93.19664492078286,100.0,108.60000000000001,111.315,119.44099499999999,128.16018763499997,131.87683307641495,140.18507356022909,150.2783988565656,162.4509491639474,173.66006465625975,115.48394299641274,154.0555799572146,163.4529703346047,178.0002846943845,189.7483034842139,200.37420847932987,211.59516415417235,223.444493346806,235.95738497422715,249.1709985327839,263.12457445061983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,MLI,Historical,"national currency, constant prices",GDP,32.50904680621071,31.04613969993123,27.44478749473921,28.323020694570864,29.002773191240564,29.930861933360262,31.756644511295235,32.55056062407761,32.583111184701686,36.069504081464764,39.42396796104099,42.45961349404114,41.78025967813648,43.28434902654939,44.92915428955827,46.277028918245016,49.6552520292769,52.0387041266822,53.54782654635598,56.86779179223005,56.81092400043782,65.55980629650524,67.5921602916969,73.74304687824132,74.92293562829317,79.79292644413223,83.54319398700645,86.46720577655167,90.61763165382615,94.87666034155598,100.0,103.2,102.37440000000001,104.7290112,112.1647709952,119.1189867969024,126.14700701791963,132.83279838986937,139.0759399141932,145.7515850300745,144.0025660097136,148.46664555601473,151.43597846713502,159.46208532589316,167.9135758481655,176.30925464057378,185.12471737260248,194.38095324123262,204.10000090329424,214.30500094845897,225.02025099588192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,MLT,Historical,"national currency, constant prices",GDP,35.716811299551324,36.68116520463921,36.71784636984384,37.67251037545978,37.97389045846346,38.88526382946658,40.362903854986314,42.66358937472053,45.56471345220153,48.79980810730784,51.093399088351305,54.10790963456403,58.490650314963716,60.771785677247294,63.56728781840067,67.95343067787032,70.67156790498512,74.06380316442441,76.58197247201484,79.49208742595141,78.6971665516919,77.7528005530716,79.77437336745146,83.04512267551696,83.12816779819248,85.95452550333103,88.10338864091429,92.33235129567818,95.84098064491396,94.7867298578199,100.0,100.49999999999999,104.62049999999998,110.37462749999997,118.76309918999998,130.16435671224,134.58994484045616,149.52942871774678,158.5011944408116,167.85276491281945,153.92098542505545,168.38955805501067,176.4722568416512,184.41350839952548,191.60563522710697,197.9286211896015,204.65819431004795,211.4119147222795,218.38850790811472,225.59532866908248,233.03997451516219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,MHL,Historical,"national currency, constant prices",GDP,,,,,,,,,,,,,,,,,,85.3559517284163,84.75846006631738,83.82611700558789,85.0835087606717,90.7841038476367,94.14311568999925,92.63682583895925,92.35891536144237,94.48317041475553,94.29420407392602,97.50020701243952,91.26019376364339,93.63295880149812,100.0,99.4,97.2132,101.0045148,99.99446965199999,101.59438116643199,103.01670250276203,106.41625368535317,109.71515754959911,117.17578826297186,114.36356934466053,112.64811580449063,114.90107812058045,118.57791262043902,121.66093834857044,124.33747899223899,126.45121613510703,128.47443559326874,130.53002656276104,132.61850698776522,134.74040309956945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,MRT,Historical,"national currency, constant prices",GDP,,,,,,,,,,,57.72802891972177,57.72802891972177,58.767133440276766,62.23439431325309,60.305128089542244,66.21503064231739,70.0555024195718,67.25328232278892,69.136374227827,71.6944200742566,68.8983376913606,68.34715098982971,69.30401110368733,74.08598786984176,77.56802929972432,84.23887981950061,99.65459482646922,97.66150292993983,97.36851842115001,97.46588693957115,100.0,104.2,108.889,113.462338,118.34121853399999,124.73164433483599,126.35315571118885,134.31340452099374,140.35750772443845,148.4982431724559,145.82527479535167,150.20003303921223,157.71003469117284,164.64927621758446,178.9737632485143,189.71218904342518,197.3006766051622,206.37650772899968,215.86982708453368,225.79983913042224,236.18663173042168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,MUS,Historical,"national currency, constant prices",GDP,22.326941149833637,23.64423067767382,24.944663364945878,25.04444201840566,26.246575235289136,28.057588926524083,30.77917505239692,33.91865090774141,36.225119169467824,37.85524953209387,40.58082749840463,42.366383908334434,45.12019886237617,47.421329004357354,49.365603493536,51.488324443758046,54.3716706126085,57.470855837527175,60.97657804361633,62.56196907275035,67.69205053671588,69.85819615389079,70.97592729235303,75.23448292989421,78.46956569587965,79.64660918131784,83.23070659447714,87.97485687036233,92.7254991413619,95.78544061302682,100.0,104.1,107.74349999999998,111.40677899999999,115.52882982299998,119.68786769662799,124.23600666909985,128.95697492252566,133.85733996958163,137.87306016866907,117.32997420353738,121.90584319747532,129.3420996325213,136.5852572119425,142.18525275763213,146.87736609863398,151.72431917988888,156.7312217128252,161.9033520293484,167.2461626463169,172.76528601364532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,MEX,Historical,"national currency, constant prices",GDP,51.07673166673479,55.41825385840724,55.141162589115204,53.21122189849617,55.02040344304504,56.23085231879203,54.48769589690948,55.41398672715693,56.134368554609964,58.43587766534897,61.474543303947115,64.0564741227129,66.29845071700784,68.08850888636704,71.42484582179902,66.92508053502569,71.47598601140744,76.33635306018316,80.30584341931268,82.55440703505343,86.59957297977104,86.25317468785195,86.25317468785195,87.46071913348189,90.87168717968767,92.96173598482048,97.14501410413739,99.37934942853254,100.47252227224638,95.14747859181732,100.0,103.69999999999999,107.43319999999999,108.93726479999998,111.98750821439998,115.68309598547518,118.69085648109754,121.18336446720058,123.84939848547899,123.60169968850803,113.46636031405038,118.9127456091248,121.2910005213073,124.32327553433997,126.5610944939581,129.09231638383727,131.67416271151401,134.30764596574429,136.99379888505916,139.73367486276035,142.52834836001557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,FSM,Historical,"national currency, constant prices",GDP,,,,,,,,,,,,,,,,98.30177252357593,95.25441757534507,89.44389810324903,91.85888335203674,93.23676660231729,97.80536816583083,99.85928089731327,100.45843658269715,102.0657715680203,98.90173264941167,100.97866903504931,100.87769036601426,98.96101424905999,96.78387193558066,97.75171065493647,100.0,103.2,101.2392,97.49334959999999,95.25100255919999,99.6325486769232,100.5292416150155,103.24353113862091,103.45001820089816,104.69141841930893,102.80697288776138,99.517149755353,99.01956400657623,101.79211179876037,104.64229092912566,106.0026407112043,106.85066183689393,107.4917658079153,108.13671640276279,108.78553670117937,109.43824992138644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,MCO,Historical,"national currency, constant prices",GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,MNG,Historical,"national currency, constant prices",GDP,32.700310563323306,35.44713665064246,38.38924899264579,40.615825434219246,43.01215913483818,45.46385220552395,49.737454312843205,51.47826521379271,54.103656739696135,56.37601032276338,54.966610064694294,49.90968193874242,45.26808151843938,43.81950290984932,44.73971247095615,47.60305406909735,48.65032125861749,50.54768378770357,52.215757352697786,53.83444583063141,54.426624734768346,56.930249472567695,59.947552694613776,64.3836715940152,70.43573672385263,75.01405961090305,81.1652124989971,88.30775119890886,95.19575579242375,93.19664492078286,100.0,117.30000000000001,131.7279,147.00833640000002,158.62199497560002,162.42892285501443,164.86535669783964,174.09781667291867,187.50334855673339,198.00353607591046,188.89537341641858,191.53990864424844,195.37070681713342,209.04665629433276,222.63468895346438,235.99277029067224,248.9723726566592,261.4209912894922,274.4920408539668,288.2166428966651,302.62747504149837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,MNE,Historical,"national currency, constant prices",GDP,,,,,,,,,,,,,,,,,,,,,72.37113232508574,73.16721478066168,74.55739186149425,76.4213266580316,79.783865030985,83.13478736228637,90.28437907544301,96.42371685257315,103.36622446595842,97.37098344693283,100.0,103.2,100.4136,103.92807599999999,105.798781368,109.395939934512,112.56842219261284,117.85913803566564,123.86995407548457,128.94862219257942,109.21948299711477,122.76269888875701,127.42768144652979,132.77964406728404,136.497474101168,140.3194033760007,144.52898547728074,148.86485504159916,153.33080069284713,157.93072471363254,162.6686464550415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,MAR,Historical,"national currency, constant prices",GDP,31.81191020383123,30.921176718123952,33.88960968306385,33.68627202496547,35.13478172203898,37.34827297052743,40.44817962708121,39.43697513640418,43.53842055059022,44.583342643804386,46.36667634955656,49.70507704672464,48.66127042874342,48.32064153574222,53.442629538530895,50.55672754345022,56.825761758838055,55.916549570696645,59.942541139786805,60.601909092324455,61.753345365078616,66.26133957672936,68.31544110360797,72.41436756982445,75.89025721317603,78.39463570121083,84.35262801450286,87.30496999501045,92.45596322471606,96.33911368015414,100.0,105.2,108.35600000000001,113.23202,116.28928454,121.52230234429999,122.85904767008728,128.01912767223095,131.9877206300701,135.41940136645192,126.88797908036545,136.02391357415178,137.52017662346742,143.84610474814693,148.16148789059133,152.60633252730906,157.48973516818296,162.8443861639012,168.38109529347383,174.10605253345196,180.02565831958933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,MOZ,Historical,"national currency, constant prices",GDP,24.570991824529273,25.799541415755737,24.01937305806859,20.248331487951823,18.932189941234956,19.121511840647305,18.681717068312416,21.42792947735434,23.1850196944974,24.69204597463973,24.938966434386128,26.584938219055612,24.96325698769322,27.609362228388704,29.40397077323397,30.08026210101835,33.449251456332405,37.229016870897965,40.914689541116864,45.70170821742754,46.25012871603667,51.84639429067711,56.66810895971008,60.578208477930076,65.36388694768655,69.67790348623387,76.43666012439856,82.32228295397724,88.33180960961757,93.89671361502347,100.0,107.4,115.2402,123.30701400000001,132.43173303600003,141.30465914941203,146.6742361970897,152.101182936382,157.272623156219,160.88989348881202,158.95921476694627,162.4563174918191,168.62965755650825,177.06114043433368,191.75721509038337,201.53683305999292,229.3489160222719,259.3936240211895,293.37418876796534,331.8062074965688,375.2728206786193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,MMR,Historical,"national currency, constant prices",GDP,,,,,,,,,,,,,,,,,,,29.72276337479622,32.2194754982791,36.21469046006572,40.74152676757393,44.77493791756375,50.685229722682166,58.440069870252536,66.38791937260689,75.21751264916361,84.61970173030906,91.05079906181255,95.05703422053232,100.0,105.5,112.35749999999999,121.23374249999998,131.17490938499998,141.01302758887496,150.03786135456298,158.74005731312764,168.89942098116782,180.38458160788724,186.15688821933963,152.83480522807784,155.2801621117271,159.9385669750789,164.89666255130635,169.67866576529423,174.76902573825305,180.53640358761538,186.49410490600667,192.6484103679049,199.00580791004575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,NAM,Historical,"national currency, constant prices",GDP,,,,,,,,,,,46.743552289072895,49.220960560393756,53.798509892510374,52.93773373423021,54.52586574625712,56.761426241853655,58.57779188159297,61.03805914061988,63.05231509226033,65.19609380539718,67.47795708858608,69.09742805871215,73.72695573864587,76.30739918949847,81.34368753600538,85.16684085019762,88.48834764335531,91.6739281585161,94.05745029063753,94.33962264150944,100.0,105.1,110.46009999999998,116.6458656,123.76126340159999,129.0829977278688,129.0829977278688,127.7921677505901,129.19788159584658,128.03510066148397,117.15211710525783,118.20648615920514,121.51626777166288,126.0123696792144,129.03666655151554,132.2625832153034,135.56914779568598,138.9583764905781,142.43233590284254,145.99314430041358,149.6429729079239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,NRU,Historical,"national currency, constant prices",GDP,,,,,,,,,,,,,,,,,,,,,,,,,81.65209111258865,81.3254827481383,88.07549781623378,68.52273730102988,82.50137571043997,90.00900090009002,100.0,110.80000000000001,122.32320000000003,160.24339200000006,203.82959462400007,210.75980084121608,217.08259486645255,205.14305214879766,216.83620612127913,219.00456818249194,220.53760015976937,224.06620176232568,226.0827975781866,230.60445352975032,236.13896041446432,240.86173962275362,245.19725093596318,249.61080145281053,254.10379587896114,258.67766420478245,263.3338621604685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,NPL,Historical,"national currency, constant prices",GDP,26.175825582523707,28.348419105873173,29.425659031896355,28.542889260939464,31.31154951925059,33.221554039924875,34.74974552576142,35.34049119969936,38.06170902207621,39.69836251002548,41.524487185486656,44.18205436535781,45.99351859433747,47.7412723009223,51.65605662959793,53.46401861163385,56.29761159805044,59.28138501274711,61.00054517811677,63.74556971113201,67.63404946351106,71.42155623346768,71.49297778970114,74.28120392349949,77.77242050790396,80.4944552256806,83.23126670335374,86.06112977126777,91.3108586873151,95.41984732824427,100.0,103.4,108.2598,112.04889299999999,118.77182658,123.5226996432,124.0167904417728,135.17830158153237,145.45185250172884,155.19712661934466,151.9379869603384,156.04031260826753,162.43796542520647,172.34668131614404,182.17044215116425,191.6433051430248,201.80040031560512,212.29402113201658,223.33331023088147,234.9466423628873,247.16386776575746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,NLD,Historical,"national currency, constant prices",GDP,49.93589850174903,49.68621900924028,49.04029816212016,49.923023529038325,51.47063725843851,52.86034446441634,54.49901514281324,55.53449643052669,58.08908326633092,60.7030920133158,63.25262187787507,64.83393742482194,65.8712804236191,66.72760706912614,68.72943528119993,70.65385946907352,73.1267445504911,76.27119456616221,79.85594071077183,83.84873774631043,87.37038473165548,89.37990358048354,89.55866338764451,89.7377807144198,91.53253632870819,93.36318705528235,96.63089860221723,100.30287274910148,102.50953594958172,98.7166831194472,100.0,101.49999999999999,100.48499999999999,100.38451499999998,101.78989820999998,103.82569617419998,106.10986149003237,109.1870474732433,111.80753661260114,114.04368734485317,109.71002722574875,115.1955285870362,118.65139444464728,121.02442233354023,123.20286193554395,125.05090486457709,126.92666843754574,128.83056846410892,130.76302699107055,132.7244723959366,134.71533948187565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,NZL,Historical,"national currency, constant prices",GDP,47.46752077681361,48.89154640011802,50.30940124572143,50.25909184447571,53.726969181744536,54.37169281192547,55.35038328254013,56.678792481321096,57.018865236209024,57.24694069715386,57.24694069715386,56.50273046809086,56.89824958136749,59.8569585595986,63.20894823893613,66.306186702644,69.0247403574524,70.68133412603126,70.89337812840935,74.08358014418776,77.26917409038784,79.27817261673792,83.0042467297246,86.49042509237303,90.64196549680695,93.54250839270478,96.2552411360932,99.62417457585646,99.42492622670474,98.23182711198429,100.0,101.8,104.34499999999998,106.74493499999997,110.80124252999997,114.90088850360996,119.49692404375436,123.67931638528576,127.88441314238548,131.59306112351464,128.82960683992084,136.04406482295641,139.71725457317623,143.3499031920788,146.0735513527283,148.55680172572465,152.12216496714206,155.62097476138632,159.2002571808982,162.86186309605884,166.60768594726818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,NIC,Historical,"national currency, constant prices",GDP,60.74690690568778,64.02723987859493,63.51502195956616,66.4367129697062,65.37372556219091,62.69340281414108,62.06646878599967,61.63200350449767,53.98963506993996,53.071811273750974,53.01873946247722,52.91270198355227,53.12435279148648,52.91185538032053,55.55744814933656,58.83533759014741,62.541963858326696,65.04364241265976,67.45025718192817,72.17177518466315,75.13081796723434,77.38474250625137,78.00382044630138,79.9539159574589,84.19147350320422,87.81170686384199,91.148551724668,95.79712786262606,99.05423020995535,95.78544061302682,100.0,106.3,113.20949999999999,118.75676549999999,124.45709024399999,130.431030575712,136.43085798219474,142.7066774493757,137.85465041609692,132.75402835070133,130.0989477836873,143.49913940540708,148.95210670281256,152.22905305027444,155.88255032348104,159.93549663189154,164.4136905375845,169.34610125371205,174.42648429132342,179.65927882006312,185.04905718466503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,NER,Historical,"national currency, constant prices",GDP,52.98653970367316,52.88056662426581,54.04393908999966,51.93622546548967,43.210939587287406,46.53818193550853,49.516625579381085,49.566142204960464,52.98620601710273,53.51606807727376,52.8203591922692,52.609077755500124,53.66125931061013,53.82224308854195,54.844865707224244,56.21598734990484,56.272203337254744,57.11628638731356,62.82791502604492,62.70225919599283,61.949832085640914,66.4721698278927,69.72930614945943,71.26335088474754,71.54840428828653,76.77143780133144,81.30095263161,83.8212821631899,90.27552088975553,92.08103130755063,100.0,102.4,113.152,119.14905599999999,127.01289369599999,132.601461018624,140.15974429668557,147.16773151151986,157.7638081803493,167.0718728629899,173.08646028605753,175.33658426977627,187.43480858439082,200.93011480246696,224.03707800475067,254.05804645738723,271.8421097094044,288.96816262109684,307.1731568662259,326.5250657487981,347.09614489097237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
